no.ofsimilartips,tip
0,"the black bean soup and corn chowder was amazing...but it's a moot point since it's not on the regular menu...speaking of brunch....first time i was here i thought the eggs benedict were the best i ever had- mainly because of their hollandaise, but it's never been very good since- either served cold, yolk cooked through, the english muffin tasting old and stale, or the overall portion being ridiculously small."
0,"papardelle with rabbit was good, the others first bite was great and was so heavy it was just overwhelming to eat and enjoy."
0,It's never that crowded yet you can never find a server and the food always takes forever.
0,"Had I been writing this review last year, it'd be 5 stars hands down, but no lie this place has gone DOWNNNN, wayyy dowwnnn!!!!"
0,"For drinks my boyfriend had a pumpkin based cocktail and the bold fashioned, both of which were really delicious and unique."
0,"Just another low key place with good drinks, great vibe, and killin it with the food."
0,And dont get the easy bake molten chocolate cakeCame here for brunch recently and the some of the service was fine but had odd vibes from this one busboy  a holierthanthou busboy
0,I had a drink with gin cucumber dill and olive brine which was absolutely amazing
0,"The waiter was extremely attentive, and took the time to answer all our questions and to walk me through the Italian wines on the menu as we ate at an off time and he had few other customers."
0,"The place is beautiful with huge glass windows, lots of white tile and marble, and painted tin ceilings."
0,The ambiance is cute but I probably won't come back.
0,Our food was delicious - bloodys were legit - and service was attentive and upbeat.
0,Never had a bad experience here however todays experience was based on seating
0,Ive had cold food served to me on more than 1 occasion which is unacceptable when youre one of 5 or 6 tables
0,Prices are a little high even with the prix fixe was somewhat surprised when bill came but will definitely return at some point in the future
0,Would definitely return Have only been once after it was touted by an acquaintance and was impressed
0,"On nice weather days, they open all the door/window things in front of their restaurant and it makes it look like a big open space."
0,Really nice setting as well.
0,The foodFried eggs with cheddar polenta  breakfast sausage
0,lol  Only issue I had was the noticeably greasy whole wheat toast.
0,yelpcomuserlocalphot…Poached eggs buttermilk biscuit and country gravy
0,"The biscuits were just OK kinda dry though, the gravy was nice but this dish didn't have any meat."
0,"The hash browns bugged me though, there were so greasy."
0,"yelp.com/user_local_phot… Locale Mojito- I really liked the Mojito, it was really nice and refreshing."
0,Food is just as good if not better than other similar neighborhood places.
0,The interior is unexpectedly stylish and modern.
0,"What pisses me off more so is you see a lot of the staff just standing around bs'ing with each other.I hate writing such long review but i feel this story needs to be shared.In summary:The bad: service, quality of food (flavor and freshness), value for your moneyThe good: ambiance, location (which IMO are both a waste considering the above) and i must say, they have GREAT coffee!"
0,"I ordered the California Benedict, which was good but my friend ordered something from the lunch menu, which was really good (I can't remember what it was though)."
0,Its not really loud and has awesome outdoor lighting because of their glass windows
0,The eggs were cooked properly I just wish the hollandaise sauce was a bit more flavorful as I thought it was a little on the bland side
0,"Everything is pretty decent, the meatballs were mouthwatering."
0,Order the meatball for appetizer ravioli and steak for  the meal
0,"Eggs were poached to perfection, and adding avocado along with the roasted tomato just added a great mixture of flavors that went well together.My wife had the sugar dusted texas toast, and it was as good as it can be."
0,Wonderful dining experience and plan to go back very soon
0,The nutella along with the slightly sugary toast made for a very sweet and soft combination that'll wake up your taste buds.Good food for a good price; would definitely recommend.
0,"Also, they're part of the rewards network on airline portals, so you can receive extra miles for your dining of $30 or more."
0,"We were seated right away, but grabbed the last spot in the house so otherwise we would've waited."
0,"The waitstaff is extremely friendly, and the place was busy enough that you felt like you were at a happening place without feeling claustrophobic.Sesame Street was being played on the projector, which is actually an amazing thing to watch when you're a few Bloody Mary's deep."
0,"Regardless, this is a great dish in terms of quality: the ingredients were quite fresh, the poached eggs oozed nicely onto the scampi, and the flavors mixed together well."
0,Upon arriving we were seated at a table for two right away
